cite.key,title,year,labels,status,comment,reason
susckeRoleHuntingSapajus2021,"The role of hunting on Sapajus xanthosternos' landscape of fear in the Atlantic Forest, Brazil",2021,Data,exclude,#example comparing effects of natural vs human predator on habitat use of mesopredator,wrong outcome
suttonEffectsHumanState2017,Effects of human state park visitation rates on escape behavior of white-tailed deer,2017,Data,exclude,-,wrong outcome
sweetNaturalAnthropogenicNoise2022,Natural and anthropogenic noise increase vigilance and decrease foraging behaviors in song sparrows,2022,Data,exclude,-,wrong exposure; anthropogenic noise
symonsSexDifferencesRisk2014,Sex differences in risk perception in deep-diving bottlenose dolphins leads to decreased foraging efficiency when exposed to human disturbance,2014,Data,exclude,#example effect of non-hunting disturbance on dolphin dive behavior,wrong outcome
sytsmaLowLevelsOutdoor2022,Low levels of outdoor recreation alter wildlife behaviour,2022,"Data,Other NCB",exclude,-,wrong outcome
tabladoDeterminantsUncertaintyWildlife2017,Determinants of uncertainty in wildlife responses to human disturbance,2017,review,included,no substantially new ideas,-
tadesseImpactTourismNubian2012,Impact of tourism on Nubian Ibex (Capra nubiana) revealed through assessment of behavioral indicators,2012,Data,included,which treatment to include temporal or spatial?,incompatible study design
taraborelliCooperativeVigilanceGuanaco2012,Cooperative vigilance The guanaco's (Lama guanicoe) key antipredator mechanism,2012,Data,exclude,-,wrong study design
taraborelliDifferentFactorsThat2014,Different factors that modify anti-predator behaviour in guanacos (Lama guanicoe),2014,Data,exclude,-,wrong outcome
tarakiniFlightBehaviouralResponses2014,Flight behavioural responses to sport hunting by two African herbivores,2014,Data,exclude,-,wrong outcome
tatteAntipredatorFunctionVigilance2019,Antipredator function of vigilance re-examined vigilant birds delay escape,2019,Data,exclude,FID maybe a better predictor of antipredator behavior than vigilance >>,wrong outcome
tatteIntegratedViewEscape2018,Towards an integrated view of escape decisions in birds relation between flight initiation distance and distance fled,2018,Data,exclude,-,wrong outcome
theuerkaufWhatDrivesWolves2009,"What Drives Wolves Fear or Hunger? Humans, Diet, Climate and Wolf Activity Patterns",2009,"Data, review",exclude,#example effects on human predator on top trophic levels,wrong outcome;
thurfjellEffectsHuntingWild2013,Effects of hunting on wild boar Sus scrofa behaviour,2013,-,exclude,#example hunting effect on space use of wild boar,wrong outcome
thurfjellLearningMistakesOthers2017,Learning from the mistakes of others How female elk (Cervus elaphus) adjust behaviour with age to avoid hunters,2017,Data,exclude,effect of learning vs personality in antipredator responses,wrong exposure
tolonRespondingSpatialTemporal2009,Responding to spatial and temporal variations in predation risk space use of a game species in a changing landscape of fear,2009,-,exclude,-,wrong outcome
tranSpearfishinginducedBehavioralChanges2016,Spearfishing-induced behavioral changes of an unharvested species inside and outside a marine protected area,2016,Data,exclude,-,wrong outcome
troupMovementTortuositySpeed2020,Movement tortuosity and speed reveal the trade-offs of crop raiding for African elephants,2020,Data,exclude,-,wrong exposure
tryjanowskiEmergenceToleranceHuman2020,The emergence of tolerance of human disturbance in Neotropical birds,2020,Data,exclude,-,wrong outcome
tsunodaHumanDisturbancesIncrease2021,Human disturbances increase vigilance levels in sika deer (Cervus nippon) A preliminary observation by camera-trapping,2021,Data,included,-,-
tsurimFORAGINGBEHAVIORURBAN2008,FORAGING BEHAVIOR OF URBAN BIRDS ARE HUMAN COMMENSALS LESS SENSITIVE TO PREDATION RISK THAN THEIR NONURBAN COUNTERPARTS?,2008,Data,exclude,"across species comparison,  #example species habituation to human disturbance alters predation risk perceived",wrong study design
turnerRisktakingFreelivingSpotted2020,"Risk-taking in free-living spotted hyenas is associated with anthropogenic disturbance, predicts survivorship, and is consistent across experimental contexts",2020,Data,exclude,#example effect of non-hunting disturbance on the risk taking behavior of hyenas,wrong exposure
uchidaDecreasedVigilanceHabituation2019,Decreased vigilance or habituation to humans? Mechanisms on increased boldness in urban animals,2019,Data,exclude,AD maybe related to FID,wrong outcome
uchidaHabituationSensitizationLongterm2021,Habituation or sensitization? Long-term responses of yellow-bellied marmots to human disturbance,2021,Data,included,study demonstrates habituation of animals to repeated exposure of non-threatening stimulus,-
uchidaSeasonalVariationFlight2016,Seasonal variation of flight initiation distance in Eurasian red squirrels in urban versus rural habitat,2016,-,exclude,-,wrong outcome
vanbeeckcalkoenNumericalTopdownEffects2023,Numerical top-down effects on red deer (Cervus elaphus) are mainly shaped by humans rather than large carnivores across Europe,2023,-,exclude,-,wrong outcome; density
vancleaveDielPatternsMovement2018,Diel patterns of movement activity and habitat use by leopards (Panthera pardus pardus) living in a human-dominated landscape in central Kenya,2018,Data,exclude,-,wrong outcome
vandonselaarUrbanizationAltersFear2018,Urbanization alters fear behavior in black-capped chickadees,2018,Data,exclude,-,wrong outcome
vedorOceanicDielVertical2021,Oceanic Diel Vertical Movement Patterns of Blue Sharks Vary With Water Temperature and Productivity to Change Vulnerability to Fishing,2021,Data,exclude,-,wrong outcome
versluijsWolfResponsesExperimental2022,Wolf Responses to Experimental Human Approaches Using High-Resolution Positioning Data,2022,-,exclude,-,wrong outcome
vinczeGreatTitsTake2019,Great tits take greater risk toward humans and sparrowhawks in urban habitats than in forests,2019,Data,exclude,-,wrong outcome
visscherHumanRiskInduced2017,Human Risk Induced Behavioral Shifts in Refuge Use by Elk in an Agricultural Matrix,2017,Data,exclude,-,wrong outcome
waleNoiseNegativelyAffects2013,Noise negatively affects foraging and antipredator behaviour in shore crabs,2013,Data,exclude,#example effect of NHD on foraging efficiency of crabs,wrong outcome
waltonInsightsShortLongterm2021,Insights into short- and long-term crop-foraging strategies in a chacma baboon (Papio ursinus) from GPS and accelerometer data,2021,Data,exclude,-,sample size too low; sample size = 2
wamOverlookingConcealedPredator2012,From overlooking to concealed predator avoidance in an apex carnivore,2012,Data,exclude,#example wold avoidance of human dominated areas,wrong outcome
webbVariationHumanDisturbance2005,Variation in human disturbance differentially affects predation risk assessment in Western Gulls,2005,Data,exclude,-,wrong outcome
welchHunterHuntedPerceptions2017,Hunter or hunted? Perceptions of risk and reward in a small mesopredator,2017,Data,included,foraging rate and vigilance rate + time were measured but not reported,-
weteringsStrongReactiveMovement2016,Strong reactive movement response of the medium-sized European hare to elevated predation risk in short vegetation,2016,Data,exclude,-,wrong study design
weversTradingFearFood2020,"Trading fear for food in the Anthropocene How ungulates cope with human disturbance in a multi-use, suburban ecosystem",2020,Data,exclude,-,wrong outcome
wheatHabituationReversesFearbased2016,Habituation reverses fear-based ecological effects in brown bears (Ursus arctos),2016,Data,exclude,-,wrong outcome
widenPlaybacksPredatorVocalizations2022,Playbacks of predator vocalizations reduce crop damage by ungulates,2022,"Data,Experimental",exclude,-,mixed reporting
williamsHighHumanDisturbance2020,High human disturbance decreases individual variability in skink escape behavior,2020,Data,exclude,-,wrong outcome
wolfMinimizingDisturbanceWildlife2010,Minimizing disturbance to wildlife by tourists approaching on foot or in a car A study of kangaroos in the Australian rangelands,2010,Data,exclude,lack of control,wrong study design
wolfSIGNSTOPHABITAT2009,"SIGNS AT THE TOP HABITAT FEATURES INFLUENCING SNOW LEOPARD UNCIA UNCIA ACTIVITY IN SAGARMATHA NATIONAL PARK, NEPAL",2009,Data,exclude,-,wrong outcome
wronskiInteractionsWildlifeHumans2015,"Interactions between wildlife, humans and cattle activity patterns of a remnant population of impala on the degraded Mutara Rangelands, Rwanda",2015,Data,exclude,-,wrong outcome
xuAlertTimeReflects2021,"Alert time reflects the negative impacts of human disturbance on an endangered bird species in Changbai Mountain, China",2021,-,exclude,-,wrong outcome
yamaguchiRelationshipHuntingTime2020,Relationship Between Hunting Time Schedule and Sika Deer Spatial Displacement in Hunting with and Without Driving,2020,Data,exclude,displacement away from home range not within day,wrong outcome
yamashitaAntipredatorBehaviourAfrican2018,Antipredator behaviour of African ungulates around human settlements,2018,Data,exclude,-,wrong outcome
yasueApproachAssessPotential2008,An approach to assess the potential impacts of human disturbance on wintering tropical shorebirds,2008,Data,included,-,incompatible units (energy/time)
yasueEffectsHumanPresence2005,"The effects of human presence, flock size and prey density on shorebird foraging rates",2005,Data,included,uncertainty not reported,-
yasueEnvironmentalFactorsSpatial2006,Environmental factors and spatial scale influence shorebirds' responses to human disturbance,2006,Data,exclude,-,wrong study design
yasuePotentialImpactTourism2006,The potential impact of tourism development on habitat availability and productivity of Malaysian plovers Charadrius peronii,2006,Data,exclude,-,wrong outcome
yovovichPumasFearHumans2021,Pumas' fear of humans precipitates changes in plant architecture,2021,Data,exclude,#example non-hunting disturbance causing a human sheild effect,wrong outcome
zamanIncreasedFlightInitiation2019,Increased Flight Initiation Distance (FID) in Golden Marmots (Marmota caudata aurea) Responding to Domestic Dogs in A Landscape of Human Disturbance,2019,"Data,Other NCB",exclude,-,wrong outcome
zanetteEcologyNeurobiologyFear2020,Ecology and Neurobiology of Fear in Free-Living Wildlife,2020,"Review,review,theory, #data",included,-,-
zhengDeterminantsVigilanceReintroduced2013,Determinants of vigilance in a reintroduced population of Pere David's deer,2013,Data,included,-,-
zugmeyerAvianRiskAssessment,Avian risk assessment Effects of perching height and detectability,NA,Data,exclude,-,wrong exposure
,,,,,,

